@relation 'Toto Winning Numbers-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute Draw {'\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(8.1-inf)\''}
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(7.2-8.1]\'','\'(3.6-4.5]\'',?,'\'(7.2-8.1]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(7.2-8.1]\'','\'(1.8-2.7]\'','\'(51.2-76.8]\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'','\'(2.7-3.6]\'','\'(179.2-204.8]\'','\'(5.4-6.3]\'','\'(2.7-3.6]\'','\'(6.3-7.2]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(6.3-7.2]\'',?,'\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(5.4-6.3]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(4.5-5.4]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(1.8-2.7]\'',?,'\'(7.2-8.1]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(5.4-6.3]\'','\'(7.2-8.1]\'','\'(6.3-7.2]\'','\'(6.3-7.2]\'','\'(6.3-7.2]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'',?,'\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(5.4-6.3]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(5.4-6.3]\'',?,'\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(7.2-8.1]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(-inf-25.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(5.4-6.3]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(4.5-5.4]\'','\'(25.6-51.2]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(6.3-7.2]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(6.3-7.2]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(-inf-0.9]\'','\'(25.6-51.2]\'','\'(5.4-6.3]\'','\'(2.7-3.6]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(6.3-7.2]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(7.2-8.1]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(3.6-4.5]\'','\'(6.3-7.2]\'','\'(-inf-0.9]\'',?,'\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(1.8-2.7]\'',?,'\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(5.4-6.3]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(7.2-8.1]\'','\'(51.2-76.8]\'','\'(5.4-6.3]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(0.9-1.8]\'',?,'\'(5.4-6.3]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(51.2-76.8]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(6.3-7.2]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(-inf-0.9]\'',?,'\'(7.2-8.1]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(5.4-6.3]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(25.6-51.2]\'','\'(7.2-8.1]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(7.2-8.1]\'','\'(25.6-51.2]\'','\'(5.4-6.3]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(7.2-8.1]\'','\'(0.9-1.8]\'',?,'\'(5.4-6.3]\'','\'(2.7-3.6]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(6.3-7.2]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(1.8-2.7]\'','\'(-inf-25.6]\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'','\'(6.3-7.2]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(7.2-8.1]\'','\'(-inf-25.6]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(6.3-7.2]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'',?,'\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(5.4-6.3]\'','\'(51.2-76.8]\'','\'(5.4-6.3]\'','\'(2.7-3.6]\'','\'(6.3-7.2]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(5.4-6.3]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(3.6-4.5]\'','\'(51.2-76.8]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(0.9-1.8]\'','\'(102.4-128]\'','\'(5.4-6.3]\'','\'(2.7-3.6]\'','\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(25.6-51.2]\'','\'(7.2-8.1]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(8.1-inf)\'','\'(2.7-3.6]\'','\'(8.1-inf)\'','\'(4.5-5.4]\'','\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(8.1-inf)\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(6.3-7.2]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(6.3-7.2]\'','\'(4.5-5.4]\'',?,'\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(4.5-5.4]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(1.8-2.7]\'','\'(5.4-6.3]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(1.8-2.7]\'','\'(179.2-204.8]\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'',?,'\'(8.1-inf)\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(0.9-1.8]\'','\'(3.6-4.5]\'','\'(4.5-5.4]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(7.2-8.1]\'','\'(8.1-inf)\'',?,'\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(6.3-7.2]\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(5.4-6.3]\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(-inf-0.9]\'','\'(5.4-6.3]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(5.4-6.3]\'','\'(4.5-5.4]\'','\'(5.4-6.3]\'','\'(6.3-7.2]\'','\'(2.7-3.6]\'',?,'\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(2.7-3.6]\'','\'(0.9-1.8]\'','\'(5.4-6.3]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(7.2-8.1]\'','\'(3.6-4.5]\'','\'(179.2-204.8]\'','\'(2.7-3.6]\'','\'(5.4-6.3]\'','\'(1.8-2.7]\'','\'(2.7-3.6]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(2.7-3.6]\'','\'(-inf-0.9]\'','\'(5.4-6.3]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
'\'(1.8-2.7]\'','\'(997.5-1140]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(3.6-4.5]\'','\'(2.7-3.6]\'','\'(3.6-4.5]\'','\'(7.2-8.1]\'','\'(5.4-6.3]\'',?,'\'(3.6-4.5]\'','\'(3.6-4.5]\'','\'(1.8-2.7]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'','\'(-inf-0.9]\'','\'(1.8-2.7]\'','\'(1.8-2.7]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(0.9-1.8]\'','\'(4.5-5.4]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'','\'(0.9-1.8]\'','\'(-inf-0.9]\'',?,?
